contractid,planid,ssa,fips,state,county,enrollment
H0111,4,11461,13117,GA,Forsyth,16
H0111,4,11470,13121,GA,Fulton,553
H0111,4,11490,13127,GA,Glynn,71
H0111,4,11500,13129,GA,Gordon,11
H0111,4,11510,13131,GA,Grady,15
H0111,4,11530,13135,GA,Gwinnett,197
H0111,4,11550,13139,GA,Hall,17
H0111,4,11570,13143,GA,Haralson,25
H0111,4,11580,13145,GA,Harris,13
H0111,4,11590,13149,GA,Heard,16
H0111,4,11591,13151,GA,Henry,85
H0111,4,11600,13153,GA,Houston,41
H0111,4,11620,13163,GA,Jefferson,38
H0111,4,11630,13165,GA,Jenkins,13
H0111,4,11651,13171,GA,Lamar,14
H0111,4,11660,13175,GA,Laurens,13
H0111,4,11680,13179,GA,Liberty,43
H0111,4,11691,13183,GA,Long,14
H0111,4,11700,13185,GA,Lowndes,272
H0111,4,11702,13189,GA,McDuffie,17
H0111,4,11703,13191,GA,McIntosh,21
H0111,4,11710,13193,GA,Macon,12
H0111,4,11740,13199,GA,Meriwether,27
H0111,4,11750,13205,GA,Mitchell,12
H0111,4,11760,13207,GA,Monroe,12
H0111,4,11772,13213,GA,Murray,13
H0111,4,11780,13215,GA,Muscogee,240
H0111,4,11790,13217,GA,Newton,56
H0111,4,11810,13223,GA,Paulding,47
H0111,4,11820,13229,GA,Pierce,11
H0111,4,11830,13233,GA,Polk,28
H0111,4,11840,13245,GA,Richmond,202
H0111,4,11841,13247,GA,Rockdale,42
H0111,4,11850,13251,GA,Screven,22
H0111,4,11860,13255,GA,Spalding,52
H0111,4,11890,13275,GA,Thomas,36
H0111,4,11900,13277,GA,Tift,12
H0111,4,11910,13285,GA,Troup,37
H0111,4,11920,13293,GA,Upson,23
H0111,4,11921,13295,GA,Walker,26
H0111,4,11930,13297,GA,Walton,32
H0111,4,11940,13299,GA,Ware,22
H0111,4,11950,13303,GA,Washington,19
H0111,4,11960,13305,GA,Wayne,18
H0111,4,11970,13313,GA,Whitfield,31
H0111,4,11972,13317,GA,Wilkes,13
H0111,5,11030,13009,GA,Baldwin,19
H0111,5,11050,13013,GA,Barrow,50
H0111,5,11060,13015,GA,Bartow,49
H0111,5,11090,13021,GA,Bibb,73
H0111,5,11110,13025,GA,Brantley,20
H0111,5,11130,13029,GA,Bryan,30
H0111,5,11150,13033,GA,Burke,26
H0111,5,11160,13035,GA,Butts,19
H0111,5,11170,13039,GA,Camden,52
H0111,5,11190,13045,GA,Carroll,79
H0111,5,11220,13051,GA,Chatham,148
H0111,5,11250,13057,GA,Cherokee,96
H0111,5,11260,13059,GA,Clarke,51
H0111,5,11280,13063,GA,Clayton,88
H0111,5,11290,13067,GA,Cobb,384
H0111,5,11291,13069,GA,Coffee,11
H0111,5,11300,13071,GA,Colquitt,17
H0111,5,11310,13073,GA,Columbia,76
H0111,5,11320,13077,GA,Coweta,67
H0111,5,11330,13079,GA,Crawford,12
H0111,5,11370,13089,GA,DeKalb,187
H0111,5,11380,13091,GA,Dodge,11
H0111,5,11381,13093,GA,Dooly,14
H0111,5,11400,13097,GA,Douglas,82
H0111,5,11421,13103,GA,Effingham,40
H0111,5,11440,13107,GA,Emanuel,17
H0111,5,11450,13111,GA,Fannin,13
H0111,5,11451,13113,GA,Fayette,48
H0111,5,11461,13117,GA,Forsyth,46
H0111,5,11462,13119,GA,Franklin,12
H0111,5,11470,13121,GA,Fulton,214
H0111,5,11490,13127,GA,Glynn,105
H0111,5,11510,13131,GA,Grady,11
H0111,5,11530,13135,GA,Gwinnett,220
H0111,5,11550,13139,GA,Hall,21
H0111,5,11570,13143,GA,Haralson,12
H0111,5,11580,13145,GA,Harris,25
H0111,5,11581,13147,GA,Hart,11
H0111,5,11590,13149,GA,Heard,15
H0111,5,11591,13151,GA,Henry,82
H0111,5,11600,13153,GA,Houston,82
H0111,5,11610,13157,GA,Jackson,16
H0111,5,11611,13159,GA,Jasper,19
H0111,5,11620,13163,GA,Jefferson,16
H0111,5,11650,13169,GA,Jones,16
H0111,5,11651,13171,GA,Lamar,12
H0111,5,11680,13179,GA,Liberty,32
H0111,5,11690,13181,GA,Lincoln,16
H0111,5,11700,13185,GA,Lowndes,101
H0111,5,11702,13189,GA,McDuffie,11
H0111,5,11703,13191,GA,McIntosh,42
H0111,5,11710,13193,GA,Macon,13
H0111,5,11740,13199,GA,Meriwether,32
H0111,5,11750,13205,GA,Mitchell,11
H0111,5,11760,13207,GA,Monroe,30
H0111,5,11780,13215,GA,Muscogee,152
H0111,5,11790,13217,GA,Newton,76
H0111,5,11800,13219,GA,Oconee,23
H0111,5,11810,13223,GA,Paulding,116
H0111,5,11811,13225,GA,Peach,18
H0111,5,11812,13227,GA,Pickens,12
H0111,5,11830,13233,GA,Polk,34
H0111,5,11831,13235,GA,Pulaski,15
H0111,5,11832,13237,GA,Putnam,22
H0111,5,11840,13245,GA,Richmond,161
H0111,5,11841,13247,GA,Rockdale,63
H0111,5,11850,13251,GA,Screven,11
H0111,5,11860,13255,GA,Spalding,55
H0111,5,11890,13275,GA,Thomas,19
H0111,5,11900,13277,GA,Tift,12
H0111,5,11910,13285,GA,Troup,52
H0111,5,11913,13291,GA,Union,13
H0111,5,11920,13293,GA,Upson,13
H0111,5,11921,13295,GA,Walker,14
H0111,5,11930,13297,GA,Walton,44
H0111,5,11940,13299,GA,Ware,11
H0111,5,11950,13303,GA,Washington,15
H0111,5,11960,13305,GA,Wayne,30
H0111,5,11970,13313,GA,Whitfield,18
H0111,5,11972,13317,GA,Wilkes,11
H0271,16,11370,13089,GA,DeKalb,17
H0439,2,11040,13011,GA,Banks,70
H0439,2,11050,13013,GA,Barrow,117
H0439,2,11060,13015,GA,Bartow,172
H0439,2,11160,13035,GA,Butts,27
H0439,2,11240,13055,GA,Chattooga,104
H0439,2,11250,13057,GA,Cherokee,83
H0439,2,11260,13059,GA,Clarke,181
H0439,2,11280,13063,GA,Clayton,201
H0439,2,11290,13067,GA,Cobb,334
H0439,2,11320,13077,GA,Coweta,60
H0439,2,11350,13085,GA,Dawson,41
H0439,2,11370,13089,GA,DeKalb,362
H0439,2,11400,13097,GA,Douglas,117
H0439,2,11451,13113,GA,Fayette,15
H0439,2,11460,13115,GA,Floyd,255
H0439,2,11461,13117,GA,Forsyth,67
H0439,2,11462,13119,GA,Franklin,84
H0439,2,11470,13121,GA,Fulton,517
H0439,2,11500,13129,GA,Gordon,147
H0439,2,11520,13133,GA,Greene,34
H0439,2,11530,13135,GA,Gwinnett,319
H0439,2,11540,13137,GA,Habersham,170
H0439,2,11550,13139,GA,Hall,381
H0439,2,11591,13151,GA,Henry,63
H0439,2,11610,13157,GA,Jackson,138
H0439,2,11701,13187,GA,Lumpkin,137
H0439,2,11720,13195,GA,Madison,69
H0439,2,11771,13211,GA,Morgan,30
H0439,2,11790,13217,GA,Newton,125
H0439,2,11801,13221,GA,Oglethorpe,41
H0439,2,11810,13223,GA,Paulding,103
H0439,2,11812,13227,GA,Pickens,30
H0439,2,11830,13233,GA,Polk,165
H0439,2,11841,13247,GA,Rockdale,54
H0439,2,11860,13255,GA,Spalding,110
H0439,2,11861,13257,GA,Stephens,161
H0439,2,11930,13297,GA,Walton,137
H0439,2,11963,13311,GA,White,174
H0439,3,11040,13011,GA,Banks,12
H0439,3,11050,13013,GA,Barrow,59
H0439,3,11060,13015,GA,Bartow,106
H0439,3,11160,13035,GA,Butts,12
H0439,3,11240,13055,GA,Chattooga,33
H0439,3,11250,13057,GA,Cherokee,66
H0439,3,11260,13059,GA,Clarke,65
H0439,3,11280,13063,GA,Clayton,90
H0439,3,11290,13067,GA,Cobb,328
H0439,3,11320,13077,GA,Coweta,35
H0439,3,11350,13085,GA,Dawson,11
H0439,3,11370,13089,GA,DeKalb,242
H0439,3,11400,13097,GA,Douglas,85
H0439,3,11451,13113,GA,Fayette,17
H0439,3,11460,13115,GA,Floyd,112
H0439,3,11461,13117,GA,Forsyth,34
H0439,3,11462,13119,GA,Franklin,35
H0439,3,11470,13121,GA,Fulton,261
H0439,3,11500,13129,GA,Gordon,41
H0439,3,11520,13133,GA,Greene,21
H0439,3,11530,13135,GA,Gwinnett,254
H0439,3,11540,13137,GA,Habersham,38
H0439,3,11550,13139,GA,Hall,99
H0439,3,11591,13151,GA,Henry,80
H0439,3,11610,13157,GA,Jackson,40
H0439,3,11701,13187,GA,Lumpkin,35
H0439,3,11720,13195,GA,Madison,33
H0439,3,11771,13211,GA,Morgan,15
H0439,3,11790,13217,GA,Newton,67
H0439,3,11800,13219,GA,Oconee,19
H0439,3,11801,13221,GA,Oglethorpe,22
H0439,3,11810,13223,GA,Paulding,56
H0439,3,11812,13227,GA,Pickens,20
H0439,3,11830,13233,GA,Polk,38
H0439,3,11841,13247,GA,Rockdale,40
H0439,3,11860,13255,GA,Spalding,61
H0439,3,11861,13257,GA,Stephens,33
H0439,3,11930,13297,GA,Walton,94
H0439,3,11963,13311,GA,White,19
H0439,6,11050,13013,GA,Barrow,60
H0439,6,11060,13015,GA,Bartow,11
H0439,6,11260,13059,GA,Clarke,46
H0439,6,11280,13063,GA,Clayton,57
H0439,6,11290,13067,GA,Cobb,65
H0439,6,11370,13089,GA,DeKalb,150
H0439,6,11400,13097,GA,Douglas,81
H0439,6,11460,13115,GA,Floyd,25
H0439,6,11462,13119,GA,Franklin,28
H0439,6,11470,13121,GA,Fulton,177
H0439,6,11500,13129,GA,Gordon,12
H0439,6,11520,13133,GA,Greene,11
H0439,6,11530,13135,GA,Gwinnett,163
H0439,6,11540,13137,GA,Habersham,18
H0439,6,11550,13139,GA,Hall,44
H0439,6,11591,13151,GA,Henry,50
H0439,6,11701,13187,GA,Lumpkin,13
H0439,6,11720,13195,GA,Madison,35
H0439,6,11790,13217,GA,Newton,42
H0439,6,11800,13219,GA,Oconee,16
H0439,6,11801,13221,GA,Oglethorpe,29
H0439,6,11810,13223,GA,Paulding,28
H0439,6,11841,13247,GA,Rockdale,19
H0439,6,11860,13255,GA,Spalding,18
H0439,6,11930,13297,GA,Walton,40
H0439,6,11963,13311,GA,White,41
H0439,7,11050,13013,GA,Barrow,398
H0439,7,11160,13035,GA,Butts,59
H0439,7,11250,13057,GA,Cherokee,834
H0439,7,11280,13063,GA,Clayton,404
H0439,7,11320,13077,GA,Coweta,266
H0439,7,11370,13089,GA,DeKalb,951
H0439,7,11451,13113,GA,Fayette,224
H0439,7,11461,13117,GA,Forsyth,307
H0439,7,11470,13121,GA,Fulton,965
H0439,7,11530,13135,GA,Gwinnett,1109
H0439,7,11591,13151,GA,Henry,318
H0439,7,11790,13217,GA,Newton,245
H0439,7,11812,13227,GA,Pickens,149
H0439,7,11841,13247,GA,Rockdale,176
H0439,7,11860,13255,GA,Spalding,230
H0439,8,11290,13067,GA,Cobb,2144
H0439,8,11400,13097,GA,Douglas,167
H0439,8,11810,13223,GA,Paulding,488
H0439,9,11260,13059,GA,Clarke,324
H0439,9,11462,13119,GA,Franklin,196
H0439,9,11520,13133,GA,Greene,53
H0439,9,11720,13195,GA,Madison,259
H0439,9,11771,13211,GA,Morgan,55
H0439,9,11800,13219,GA,Oconee,118
H0439,9,11801,13221,GA,Oglethorpe,122
H0439,9,11930,13297,GA,Walton,385
H0439,10,11040,13011,GA,Banks,197
H0439,10,11350,13085,GA,Dawson,143
H0439,10,11540,13137,GA,Habersham,462
H0439,10,11550,13139,GA,Hall,1197
H0439,10,11610,13157,GA,Jackson,418
H0439,10,11701,13187,GA,Lumpkin,519
H0439,10,11861,13257,GA,Stephens,234
H0439,10,11963,13311,GA,White,464
H0439,11,11060,13015,GA,Bartow,742
H0439,11,11240,13055,GA,Chattooga,285
H0439,11,11460,13115,GA,Floyd,1044
H0439,11,11500,13129,GA,Gordon,535
H0439,11,11830,13233,GA,Polk,416
H0439,12,11040,13011,GA,Banks,15
H0439,12,11050,13013,GA,Barrow,14
H0439,12,11060,13015,GA,Bartow,22
H0439,12,11290,13067,GA,Cobb,30
H0439,12,11370,13089,GA,DeKalb,20
H0439,12,11400,13097,GA,Douglas,16
H0439,12,11460,13115,GA,Floyd,34
H0439,12,11462,13119,GA,Franklin,19
H0439,12,11470,13121,GA,Fulton,32
H0439,12,11500,13129,GA,Gordon,16
H0439,12,11530,13135,GA,Gwinnett,23
H0439,12,11540,13137,GA,Habersham,52
H0439,12,11550,13139,GA,Hall,36
H0439,12,11701,13187,GA,Lumpkin,23
H0439,12,11830,13233,GA,Polk,16
H0439,12,11861,13257,GA,Stephens,18
H0439,12,11963,13311,GA,White,62
H0710,33,11050,13013,GA,Barrow,24
H0710,33,11160,13035,GA,Butts,37
H0710,33,11220,13051,GA,Chatham,55
H0710,33,11250,13057,GA,Cherokee,79
H0710,33,11280,13063,GA,Clayton,70
H0710,33,11290,13067,GA,Cobb,85
H0710,33,11370,13089,GA,DeKalb,147
H0710,33,11400,13097,GA,Douglas,50
H0710,33,11451,13113,GA,Fayette,19
H0710,33,11461,13117,GA,Forsyth,18
H0710,33,11470,13121,GA,Fulton,80
H0710,33,11530,13135,GA,Gwinnett,44
H0710,33,11550,13139,GA,Hall,22
H0710,33,11591,13151,GA,Henry,20
H0710,33,11600,13153,GA,Houston,16
H0710,33,11660,13175,GA,Laurens,14
H0710,33,11780,13215,GA,Muscogee,19
H0710,33,11830,13233,GA,Polk,23
H0710,33,11840,13245,GA,Richmond,61
H0710,33,11841,13247,GA,Rockdale,25
H0710,33,11860,13255,GA,Spalding,41
H0710,33,11930,13297,GA,Walton,15
H0710,33,11950,13303,GA,Washington,29
H1109,5,11090,13021,GA,Bibb,117
H1109,5,11330,13079,GA,Crawford,13
H1109,5,11470,13121,GA,Fulton,498
H1109,5,11530,13135,GA,Gwinnett,507
H1109,5,11600,13153,GA,Houston,130
H1109,5,11650,13169,GA,Jones,20
H1109,5,11811,13225,GA,Peach,29
H1109,5,11912,13289,GA,Twiggs,12
H1109,6,11550,13139,GA,Hall,277
H1111,11,11090,13021,GA,Bibb,378
H1111,11,11220,13051,GA,Chatham,630
H1111,11,11250,13057,GA,Cherokee,734
H1111,11,11280,13063,GA,Clayton,387
H1111,11,11290,13067,GA,Cobb,1625
H1111,11,11310,13073,GA,Columbia,616
H1111,11,11370,13089,GA,DeKalb,1807
H1111,11,11461,13117,GA,Forsyth,353
H1111,11,11470,13121,GA,Fulton,1638
H1111,11,11580,13145,GA,Harris,70
H1111,11,11591,13151,GA,Henry,289
H1111,11,11780,13215,GA,Muscogee,326
H1111,11,11840,13245,GA,Richmond,949
H1112,6,11050,13013,GA,Barrow,48
H1112,6,11060,13015,GA,Bartow,35
H1112,6,11090,13021,GA,Bibb,77
H1112,6,11110,13025,GA,Brantley,12
H1112,6,11130,13029,GA,Bryan,49
H1112,6,11150,13033,GA,Burke,31
H1112,6,11160,13035,GA,Butts,40
H1112,6,11170,13039,GA,Camden,30
H1112,6,11190,13045,GA,Carroll,50
H1112,6,11220,13051,GA,Chatham,769
H1112,6,11230,13053,GA,Chattahoochee,14
H1112,6,11250,13057,GA,Cherokee,63
H1112,6,11260,13059,GA,Clarke,19
H1112,6,11280,13063,GA,Clayton,599
H1112,6,11290,13067,GA,Cobb,467
H1112,6,11291,13069,GA,Coffee,12
H1112,6,11300,13071,GA,Colquitt,12
H1112,6,11310,13073,GA,Columbia,142
H1112,6,11320,13077,GA,Coweta,35
H1112,6,11370,13089,GA,DeKalb,1449
H1112,6,11400,13097,GA,Douglas,202
H1112,6,11440,13107,GA,Emanuel,15
H1112,6,11451,13113,GA,Fayette,38
H1112,6,11460,13115,GA,Floyd,16
H1112,6,11461,13117,GA,Forsyth,54
H1112,6,11470,13121,GA,Fulton,2130
H1112,6,11490,13127,GA,Glynn,159
H1112,6,11520,13133,GA,Greene,18
H1112,6,11530,13135,GA,Gwinnett,651
H1112,6,11570,13143,GA,Haralson,12
H1112,6,11580,13145,GA,Harris,54
H1112,6,11591,13151,GA,Henry,218
H1112,6,11600,13153,GA,Houston,28
H1112,6,11620,13163,GA,Jefferson,26
H1112,6,11680,13179,GA,Liberty,92
H1112,6,11700,13185,GA,Lowndes,109
H1112,6,11702,13189,GA,McDuffie,79
H1112,6,11703,13191,GA,McIntosh,48
H1112,6,11740,13199,GA,Meriwether,25
H1112,6,11760,13207,GA,Monroe,14
H1112,6,11780,13215,GA,Muscogee,958
H1112,6,11790,13217,GA,Newton,141
H1112,6,11810,13223,GA,Paulding,147
H1112,6,11830,13233,GA,Polk,16
H1112,6,11840,13245,GA,Richmond,785
H1112,6,11841,13247,GA,Rockdale,133
H1112,6,11860,13255,GA,Spalding,161
H1112,6,11862,13259,GA,Stewart,46
H1112,6,11880,13263,GA,Talbot,31
H1112,6,11890,13275,GA,Thomas,14
H1112,6,11900,13277,GA,Tift,11
H1112,6,11910,13285,GA,Troup,45
H1112,6,11921,13295,GA,Walker,13
H1112,6,11930,13297,GA,Walton,81
H1112,6,11940,13299,GA,Ware,14
H1112,6,11960,13305,GA,Wayne,13
H1112,6,11970,13313,GA,Whitfield,19
H1112,33,11030,13009,GA,Baldwin,14
H1112,33,11050,13013,GA,Barrow,28
H1112,33,11060,13015,GA,Bartow,29
H1112,33,11090,13021,GA,Bibb,109
H1112,33,11130,13029,GA,Bryan,17
H1112,33,11150,13033,GA,Burke,43
H1112,33,11160,13035,GA,Butts,17
H1112,33,11170,13039,GA,Camden,32
H1112,33,11190,13045,GA,Carroll,58
H1112,33,11220,13051,GA,Chatham,358
H1112,33,11250,13057,GA,Cherokee,26
H1112,33,11260,13059,GA,Clarke,26
H1112,33,11280,13063,GA,Clayton,290
H1112,33,11290,13067,GA,Cobb,199
H1112,33,11291,13069,GA,Coffee,15
H1112,33,11300,13071,GA,Colquitt,19
H1112,33,11310,13073,GA,Columbia,46
H1112,33,11320,13077,GA,Coweta,30
H1112,33,11370,13089,GA,DeKalb,659
H1112,33,11400,13097,GA,Douglas,83
H1112,33,11440,13107,GA,Emanuel,17
H1112,33,11451,13113,GA,Fayette,23
H1112,33,11460,13115,GA,Floyd,13
H1112,33,11461,13117,GA,Forsyth,18
H1112,33,11470,13121,GA,Fulton,1097
H1112,33,11490,13127,GA,Glynn,97
H1112,33,11520,13133,GA,Greene,15
H1112,33,11530,13135,GA,Gwinnett,279
H1112,33,11580,13145,GA,Harris,20
H1112,33,11591,13151,GA,Henry,83
H1112,33,11600,13153,GA,Houston,49
H1112,33,11620,13163,GA,Jefferson,28
H1112,33,11630,13165,GA,Jenkins,14
H1112,33,11680,13179,GA,Liberty,67
H1112,33,11690,13181,GA,Lincoln,13
H1112,33,11700,13185,GA,Lowndes,89
H1112,33,11702,13189,GA,McDuffie,40
H1112,33,11703,13191,GA,McIntosh,23
H1112,33,11740,13199,GA,Meriwether,17
H1112,33,11750,13205,GA,Mitchell,11
H1112,33,11760,13207,GA,Monroe,12
H1112,33,11780,13215,GA,Muscogee,462
H1112,33,11790,13217,GA,Newton,53
H1112,33,11810,13223,GA,Paulding,55
H1112,33,11811,13225,GA,Peach,12
H1112,33,11830,13233,GA,Polk,19
H1112,33,11840,13245,GA,Richmond,399
H1112,33,11841,13247,GA,Rockdale,51
H1112,33,11850,13251,GA,Screven,11
H1112,33,11860,13255,GA,Spalding,76
H1112,33,11862,13259,GA,Stewart,13
H1112,33,11880,13263,GA,Talbot,11
H1112,33,11890,13275,GA,Thomas,20
H1112,33,11900,13277,GA,Tift,12
H1112,33,11910,13285,GA,Troup,42
H1112,33,11920,13293,GA,Upson,13
H1112,33,11930,13297,GA,Walton,47
H1112,33,11940,13299,GA,Ware,12
H1112,33,11960,13305,GA,Wayne,16
H1112,33,11970,13313,GA,Whitfield,17
H1112,34,11050,13013,GA,Barrow,11
H1112,34,11090,13021,GA,Bibb,43
H1112,34,11130,13029,GA,Bryan,15
H1112,34,11170,13039,GA,Camden,20
H1112,34,11190,13045,GA,Carroll,11
H1112,34,11220,13051,GA,Chatham,144
H1112,34,11250,13057,GA,Cherokee,21
H1112,34,11280,13063,GA,Clayton,68
H1112,34,11290,13067,GA,Cobb,80
H1112,34,11310,13073,GA,Columbia,56
H1112,34,11370,13089,GA,DeKalb,157
H1112,34,11400,13097,GA,Douglas,24
H1112,34,11470,13121,GA,Fulton,127
H1112,34,11490,13127,GA,Glynn,29
H1112,34,11530,13135,GA,Gwinnett,55
H1112,34,11550,13139,GA,Hall,11
H1112,34,11580,13145,GA,Harris,19
H1112,34,11591,13151,GA,Henry,42
H1112,34,11600,13153,GA,Houston,22
H1112,34,11620,13163,GA,Jefferson,19
H1112,34,11680,13179,GA,Liberty,49
H1112,34,11691,13183,GA,Long,11
H1112,34,11700,13185,GA,Lowndes,36
H1112,34,11702,13189,GA,McDuffie,15
H1112,34,11780,13215,GA,Muscogee,166
H1112,34,11790,13217,GA,Newton,22
H1112,34,11810,13223,GA,Paulding,22
H1112,34,11840,13245,GA,Richmond,179
H1112,34,11841,13247,GA,Rockdale,25
H1112,34,11850,13251,GA,Screven,11
H1112,34,11860,13255,GA,Spalding,16
H1112,34,11910,13285,GA,Troup,12
H1112,34,11921,13295,GA,Walker,13
H1112,35,11290,13067,GA,Cobb,442
H1112,37,11220,13051,GA,Chatham,19
H1112,37,11280,13063,GA,Clayton,17
H1112,37,11370,13089,GA,DeKalb,33
H1112,37,11470,13121,GA,Fulton,38
H1112,37,11530,13135,GA,Gwinnett,20
H1112,38,11050,13013,GA,Barrow,134
H1112,38,11060,13015,GA,Bartow,73
H1112,38,11160,13035,GA,Butts,194
H1112,38,11190,13045,GA,Carroll,158
H1112,38,11200,13047,GA,Catoosa,14
H1112,38,11250,13057,GA,Cherokee,403
H1112,38,11260,13059,GA,Clarke,74
H1112,38,11280,13063,GA,Clayton,1013
H1112,38,11320,13077,GA,Coweta,106
H1112,38,11370,13089,GA,DeKalb,2434
H1112,38,11400,13097,GA,Douglas,675
H1112,38,11430,13105,GA,Elbert,18
